anio,mes,mes_num,estado,tipo_delito,subtipo_delito,modalidad,cantidad,fecha,periodo
2023,Febrero,2,Baja California,Robo,Robo de vehículo,Sin violencia,189,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Robo,Robo de vehículo,Sin violencia,229,2023-03,Marzo 2023
2023,Abril,4,Baja California,Robo,Robo de vehículo,Sin violencia,262,2023-04,Abril 2023
2023,Mayo,5,Baja California,Robo,Robo de vehículo,Sin violencia,200,2023-05,Mayo 2023
2023,Junio,6,Baja California,Robo,Robo de vehículo,Sin violencia,88,2023-06,Junio 2023
2023,Julio,7,Baja California,Robo,Robo de vehículo,Sin violencia,230,2023-07,Julio 2023
2023,Agosto,8,Baja California,Robo,Robo de vehículo,Sin violencia,235,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Robo,Robo de vehículo,Sin violencia,182,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Robo,Robo de vehículo,Sin violencia,195,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Robo,Robo de vehículo,Sin violencia,58,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Robo,Robo de vehículo,Sin violencia,235,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Robo,Robo de vehículo,Sin violencia,223,2024-01,Enero 2024
2024,Febrero,2,Baja California,Robo,Robo de vehículo,Sin violencia,227,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Robo,Robo de vehículo,Sin violencia,171,2024-03,Marzo 2024
2024,Abril,4,Baja California,Robo,Robo de vehículo,Sin violencia,78,2024-04,Abril 2024
2024,Mayo,5,Baja California,Robo,Robo de vehículo,Sin violencia,185,2024-05,Mayo 2024
2024,Junio,6,Baja California,Robo,Robo de vehículo,Sin violencia,114,2024-06,Junio 2024
2024,Julio,7,Baja California,Robo,Robo de vehículo,Sin violencia,293,2024-07,Julio 2024
2024,Agosto,8,Baja California,Robo,Robo de vehículo,Sin violencia,266,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Robo,Robo de vehículo,Sin violencia,181,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Robo,Robo de vehículo,Sin violencia,119,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Robo,Robo de vehículo,Sin violencia,238,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Robo,Robo de vehículo,Sin violencia,231,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Robo,Robo a negocio,Sin violencia,68,2023-01,Enero 2023
2023,Febrero,2,Baja California,Robo,Robo a negocio,Sin violencia,175,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Robo,Robo a negocio,Sin violencia,107,2023-03,Marzo 2023
2023,Abril,4,Baja California,Robo,Robo a negocio,Sin violencia,176,2023-04,Abril 2023
2023,Mayo,5,Baja California,Robo,Robo a negocio,Sin violencia,216,2023-05,Mayo 2023
2023,Junio,6,Baja California,Robo,Robo a negocio,Sin violencia,180,2023-06,Junio 2023
2023,Julio,7,Baja California,Robo,Robo a negocio,Sin violencia,239,2023-07,Julio 2023
2023,Agosto,8,Baja California,Robo,Robo a negocio,Sin violencia,202,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Robo,Robo a negocio,Sin violencia,210,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Robo,Robo a negocio,Sin violencia,183,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Robo,Robo a negocio,Sin violencia,93,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Robo,Robo a negocio,Sin violencia,96,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Robo,Robo a negocio,Sin violencia,167,2024-01,Enero 2024
2024,Febrero,2,Baja California,Robo,Robo a negocio,Sin violencia,234,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Robo,Robo a negocio,Sin violencia,282,2024-03,Marzo 2024
2024,Abril,4,Baja California,Robo,Robo a negocio,Sin violencia,63,2024-04,Abril 2024
2024,Mayo,5,Baja California,Robo,Robo a negocio,Sin violencia,166,2024-05,Mayo 2024
2024,Junio,6,Baja California,Robo,Robo a negocio,Sin violencia,167,2024-06,Junio 2024
2024,Julio,7,Baja California,Robo,Robo a negocio,Sin violencia,193,2024-07,Julio 2024
2024,Agosto,8,Baja California,Robo,Robo a negocio,Sin violencia,123,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Robo,Robo a negocio,Sin violencia,249,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Robo,Robo a negocio,Sin violencia,253,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Robo,Robo a negocio,Sin violencia,57,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Robo,Robo a negocio,Sin violencia,141,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Robo,Robo a negocio,Con violencia,185,2023-01,Enero 2023
2023,Febrero,2,Baja California,Robo,Robo a negocio,Con violencia,227,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Robo,Robo a negocio,Con violencia,269,2023-03,Marzo 2023
2023,Abril,4,Baja California,Robo,Robo a negocio,Con violencia,90,2023-04,Abril 2023
2023,Mayo,5,Baja California,Robo,Robo a negocio,Con violencia,84,2023-05,Mayo 2023
2023,Junio,6,Baja California,Robo,Robo a negocio,Con violencia,131,2023-06,Junio 2023
2023,Julio,7,Baja California,Robo,Robo a negocio,Con violencia,246,2023-07,Julio 2023
2023,Agosto,8,Baja California,Robo,Robo a negocio,Con violencia,202,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Robo,Robo a negocio,Con violencia,105,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Robo,Robo a negocio,Con violencia,291,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Robo,Robo a negocio,Con violencia,54,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Robo,Robo a negocio,Con violencia,297,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Robo,Robo a negocio,Con violencia,167,2024-01,Enero 2024
2024,Febrero,2,Baja California,Robo,Robo a negocio,Con violencia,195,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Robo,Robo a negocio,Con violencia,134,2024-03,Marzo 2024
2024,Abril,4,Baja California,Robo,Robo a negocio,Con violencia,112,2024-04,Abril 2024
2024,Mayo,5,Baja California,Robo,Robo a negocio,Con violencia,108,2024-05,Mayo 2024
2024,Junio,6,Baja California,Robo,Robo a negocio,Con violencia,226,2024-06,Junio 2024
2024,Julio,7,Baja California,Robo,Robo a negocio,Con violencia,154,2024-07,Julio 2024
2024,Agosto,8,Baja California,Robo,Robo a negocio,Con violencia,178,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Robo,Robo a negocio,Con violencia,55,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Robo,Robo a negocio,Con violencia,182,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Robo,Robo a negocio,Con violencia,52,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Robo,Robo a negocio,Con violencia,278,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Violencia familiar,Violencia familiar,Sin violencia,224,2023-01,Enero 2023
2023,Febrero,2,Baja California,Violencia familiar,Violencia familiar,Sin violencia,157,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Violencia familiar,Violencia familiar,Sin violencia,80,2023-03,Marzo 2023
2023,Abril,4,Baja California,Violencia familiar,Violencia familiar,Sin violencia,83,2023-04,Abril 2023
2023,Mayo,5,Baja California,Violencia familiar,Violencia familiar,Sin violencia,111,2023-05,Mayo 2023
2023,Junio,6,Baja California,Violencia familiar,Violencia familiar,Sin violencia,171,2023-06,Junio 2023
2023,Julio,7,Baja California,Violencia familiar,Violencia familiar,Sin violencia,151,2023-07,Julio 2023
2023,Agosto,8,Baja California,Violencia familiar,Violencia familiar,Sin violencia,233,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Violencia familiar,Violencia familiar,Sin violencia,82,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Violencia familiar,Violencia familiar,Sin violencia,129,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Violencia familiar,Violencia familiar,Sin violencia,133,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Violencia familiar,Violencia familiar,Sin violencia,136,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Violencia familiar,Violencia familiar,Sin violencia,126,2024-01,Enero 2024
2024,Febrero,2,Baja California,Violencia familiar,Violencia familiar,Sin violencia,221,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Violencia familiar,Violencia familiar,Sin violencia,154,2024-03,Marzo 2024
2024,Abril,4,Baja California,Violencia familiar,Violencia familiar,Sin violencia,245,2024-04,Abril 2024
2024,Mayo,5,Baja California,Violencia familiar,Violencia familiar,Sin violencia,129,2024-05,Mayo 2024
2024,Junio,6,Baja California,Violencia familiar,Violencia familiar,Sin violencia,161,2024-06,Junio 2024
2024,Julio,7,Baja California,Violencia familiar,Violencia familiar,Sin violencia,158,2024-07,Julio 2024
2024,Agosto,8,Baja California,Violencia familiar,Violencia familiar,Sin violencia,131,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Violencia familiar,Violencia familiar,Sin violencia,109,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Violencia familiar,Violencia familiar,Sin violencia,130,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Violencia familiar,Violencia familiar,Sin violencia,212,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Violencia familiar,Violencia familiar,Sin violencia,211,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Violencia familiar,Violencia familiar,No especificado,224,2023-01,Enero 2023
2023,Febrero,2,Baja California,Violencia familiar,Violencia familiar,No especificado,96,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Violencia familiar,Violencia familiar,No especificado,148,2023-03,Marzo 2023
2023,Abril,4,Baja California,Violencia familiar,Violencia familiar,No especificado,85,2023-04,Abril 2023
2023,Mayo,5,Baja California,Violencia familiar,Violencia familiar,No especificado,205,2023-05,Mayo 2023
2023,Junio,6,Baja California,Violencia familiar,Violencia familiar,No especificado,194,2023-06,Junio 2023
2023,Julio,7,Baja California,Violencia familiar,Violencia familiar,No especificado,230,2023-07,Julio 2023
2023,Agosto,8,Baja California,Violencia familiar,Violencia familiar,No especificado,174,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Violencia familiar,Violencia familiar,No especificado,223,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Violencia familiar,Violencia familiar,No especificado,211,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Violencia familiar,Violencia familiar,No especificado,211,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Violencia familiar,Violencia familiar,No especificado,175,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Violencia familiar,Violencia familiar,No especificado,239,2024-01,Enero 2024
2024,Febrero,2,Baja California,Violencia familiar,Violencia familiar,No especificado,201,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Violencia familiar,Violencia familiar,No especificado,226,2024-03,Marzo 2024
2024,Abril,4,Baja California,Violencia familiar,Violencia familiar,No especificado,84,2024-04,Abril 2024
2024,Mayo,5,Baja California,Violencia familiar,Violencia familiar,No especificado,249,2024-05,Mayo 2024
2024,Junio,6,Baja California,Violencia familiar,Violencia familiar,No especificado,101,2024-06,Junio 2024
2024,Julio,7,Baja California,Violencia familiar,Violencia familiar,No especificado,80,2024-07,Julio 2024
2024,Agosto,8,Baja California,Violencia familiar,Violencia familiar,No especificado,91,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Violencia familiar,Violencia familiar,No especificado,125,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Violencia familiar,Violencia familiar,No especificado,157,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Violencia familiar,Violencia familiar,No especificado,234,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Violencia familiar,Violencia familiar,No especificado,105,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,75,2023-01,Enero 2023
2023,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,82,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,80,2023-03,Marzo 2023
2023,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,45,2023-04,Abril 2023
2023,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,20,2023-05,Mayo 2023
2023,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,71,2023-06,Junio 2023
2023,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,75,2023-07,Julio 2023
2023,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,47,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,21,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,45,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,78,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,26,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,42,2024-01,Enero 2024
2024,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,37,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,34,2024-03,Marzo 2024
2024,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,47,2024-04,Abril 2024
2024,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,76,2024-05,Mayo 2024
2024,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,63,2024-06,Junio 2024
2024,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,36,2024-07,Julio 2024
2024,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,44,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,29,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,37,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,53,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas,Sin violencia,27,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,61,2023-01,Enero 2023
2023,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,25,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,83,2023-03,Marzo 2023
2023,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,89,2023-04,Abril 2023
2023,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,52,2023-05,Mayo 2023
2023,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,89,2023-06,Junio 2023
2023,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,23,2023-07,Julio 2023
2023,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,94,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,43,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,28,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,50,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,55,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,85,2024-01,Enero 2024
2024,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,23,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,25,2024-03,Marzo 2024
2024,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,70,2024-04,Abril 2024
2024,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,76,2024-05,Mayo 2024
2024,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,94,2024-06,Junio 2024
2024,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,45,2024-07,Julio 2024
2024,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,24,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,45,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,87,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,39,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas,No especificado,31,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,33,2023-01,Enero 2023
2023,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,57,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,30,2023-03,Marzo 2023
2023,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,96,2023-04,Abril 2023
2023,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,52,2023-05,Mayo 2023
2023,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,69,2023-06,Junio 2023
2023,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,24,2023-07,Julio 2023
2023,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,63,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,32,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,84,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,92,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,28,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,54,2024-01,Enero 2024
2024,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,68,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,81,2024-03,Marzo 2024
2024,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,94,2024-04,Abril 2024
2024,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,53,2024-05,Mayo 2024
2024,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,54,2024-06,Junio 2024
2024,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,59,2024-07,Julio 2024
2024,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,41,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,83,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,91,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,33,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Sin violencia,49,2024-12,Diciembre 2024
2023,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,56,2023-01,Enero 2023
2023,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,97,2023-02,Febrero 2023
2023,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,23,2023-03,Marzo 2023
2023,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,61,2023-04,Abril 2023
2023,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,37,2023-05,Mayo 2023
2023,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,91,2023-06,Junio 2023
2023,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,33,2023-07,Julio 2023
2023,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,70,2023-08,Agosto 2023
2023,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,57,2023-09,Septiembre 2023
2023,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,42,2023-10,Octubre 2023
2023,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,34,2023-11,Noviembre 2023
2023,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,70,2023-12,Diciembre 2023
2024,Enero,1,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,70,2024-01,Enero 2024
2024,Febrero,2,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,86,2024-02,Febrero 2024
2024,Marzo,3,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,70,2024-03,Marzo 2024
2024,Abril,4,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,83,2024-04,Abril 2024
2024,Mayo,5,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,48,2024-05,Mayo 2024
2024,Junio,6,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,46,2024-06,Junio 2024
2024,Julio,7,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,76,2024-07,Julio 2024
2024,Agosto,8,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,46,2024-08,Agosto 2024
2024,Septiembre,9,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,87,2024-09,Septiembre 2024
2024,Octubre,10,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,85,2024-10,Octubre 2024
2024,Noviembre,11,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,24,2024-11,Noviembre 2024
2024,Diciembre,12,Baja California,Lesiones dolosas,Lesiones dolosas con arma de fuego,Con violencia,93,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,17,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,8,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,28,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,12,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,19,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,16,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,23,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,15,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,9,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,14,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,10,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,12,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,19,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,18,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,16,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,22,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,12,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,15,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,20,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,9,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,9,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,14,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,13,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso,No especificado,18,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,13,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,27,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,18,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,25,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,18,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,5,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,26,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,23,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,13,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,25,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,24,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,15,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,6,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,22,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,21,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,15,2024-04,Abril 2024
